Equipment,Timestamp,Temperature,Vibration,Usage_Hours,Lubrication_Status,Motor_Current,Pressure,Humidity,Conveyor_Speed,Maintenance_Required
Stamping Machine,2022-10-30 20:56:26,79.7,0.25,837,Good,20.0,87,46,,No
Robot,2022-09-03 23:14:49,29.2,0.33,509,Low,20.0,80,30,,No
Stamping Machine,2023-09-15 23:39:07,29.7,0.5,849,Low,10.7,92,30,,Yes
CNC Machine,2022-12-24 04:03:28,31.3,0.05,1259,Good,13.3,100,40,,Yes
Robot,2020-03-14 05:08:45,66.5,0.25,509,Empty,20.0,80,36,,Yes
Conveyor Belt,2020-10-18 06:17:22,65.4,0.5,509,Low,5.3,100,34,,Yes
Robot,2020-11-06 00:46:27,44.0,0.14,509,Empty,20.0,80,39,,Yes
Robot,2022-07-12 22:45:22,20.2,0.05,509,Good,8.2,100,38,,Yes
Stamping Machine,2021-12-11 20:55:24,70.6,0.5,509,Low,5.3,100,30,,Yes
Conveyor Belt,2022-02-04 09:20:03,20.2,0.5,1682,Good,20.0,80,30,1.87,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.05,1783,Good,5.3,80,30,,Yes
Stamping Machine,2020-11-06 00:46:27,75.3,0.29,509,Good,20.0,80,39,,Yes
CNC Machine,2021-09-28 01:16:30,38.3,0.2,1443,Good,20.0,100,36,,Yes
Robot,2023-09-16 23:58:34,49.2,0.08,509,Good,18.1,93,30,,Yes
Stamping Machine,2020-07-05 07:56:20,20.2,0.05,1625,Good,13.1,99,60,,Yes
Stamping Machine,2022-09-03 23:14:49,37.5,0.5,1993,Good,20.0,100,30,,Yes
CNC Machine,2023-09-15 23:39:07,53.1,0.5,509,Low,13.2,100,37,1.91,Yes
Stamping Machine,2022-07-04 01:26:47,67.9,0.06,1523,Low,16.0,100,70,1.86,No
Conveyor Belt,2022-07-12 22:45:22,75.9,0.5,509,Empty,5.6,90,30,1.98,Yes
Robot,2020-03-05 23:45:13,66.1,0.09,509,Good,5.3,100,42,,Yes
Robot,2023-09-16 23:58:34,61.9,0.29,968,Empty,6.6,93,70,1.86,No
Conveyor Belt,2020-07-05 07:56:20,20.2,0.05,841,Good,10.2,91,66,1.88,Yes
Conveyor Belt,2022-09-03 23:14:49,21.2,0.15,805,Low,15.3,100,30,,No
Robot,2023-09-15 23:39:07,20.2,0.19,941,Good,11.3,81,70,,No
CNC Machine,2020-11-06 00:46:27,68.2,0.11,509,Good,17.2,100,34,1.92,Yes
CNC Machine,2020-07-05 07:56:20,20.2,0.07,804,Good,20.0,100,43,,No
CNC Machine,2022-11-08 20:40:11,32.0,0.07,1993,Empty,5.3,100,70,,Yes
Conveyor Belt,2022-09-03 23:14:49,48.9,0.38,509,Low,19.2,80,70,1.88,Yes
CNC Machine,2022-07-12 22:45:22,53.4,0.5,648,Good,12.7,84,35,,Yes
Stamping Machine,2022-09-03 23:14:49,45.3,0.25,759,Low,20.0,84,37,,Yes
Conveyor Belt,2020-07-05 07:56:20,22.9,0.1,793,Low,19.8,80,70,1.15,Yes
CNC Machine,2022-09-03 23:14:49,36.5,0.34,1993,Empty,18.4,84,59,,Yes
Stamping Machine,2022-10-30 20:56:26,79.7,0.07,732,Good,12.3,80,30,,No
Stamping Machine,2023-09-16 23:58:34,20.2,0.2,994,Good,5.3,100,30,,No
Robot,2022-09-03 23:14:49,31.6,0.07,509,Empty,19.2,83,52,,Yes
Robot,2022-09-03 23:14:49,73.5,0.5,509,Good,10.5,99,50,,Yes
Stamping Machine,2023-07-18 10:48:35,20.2,0.5,1077,Good,19.1,96,30,,Yes
Stamping Machine,2022-09-03 23:14:49,79.7,0.5,1390,Good,20.0,80,30,,Yes
CNC Machine,2023-09-16 23:58:34,63.8,0.05,509,Low,5.3,100,54,1.95,Yes
Robot,2020-03-14 05:08:45,51.5,0.14,509,Low,8.0,95,30,,Yes
Robot,2022-10-30 20:56:26,20.2,0.24,509,Good,14.8,80,39,,No
Conveyor Belt,2021-10-24 16:48:04,79.7,0.5,1323,Empty,5.3,100,34,,Yes
CNC Machine,2022-07-12 22:45:22,20.2,0.05,1993,Low,15.3,85,36,1.99,Yes
Robot,2022-09-03 23:14:49,20.2,0.05,747,Low,12.1,84,31,,Yes
Conveyor Belt,2021-10-14 00:34:41,20.2,0.3,509,Good,14.4,85,70,,No
Stamping Machine,2023-09-22 03:26:36,79.7,0.05,736,Low,5.3,80,70,,Yes
Conveyor Belt,2022-04-21 13:10:24,40.0,0.17,509,Empty,20.0,80,30,1.91,Yes
CNC Machine,2021-11-16 16:34:13,67.3,0.05,1175,Good,5.3,100,70,,No
Stamping Machine,2023-09-15 23:39:07,20.2,0.05,509,Low,5.3,100,45,1.93,Yes
Stamping Machine,2020-03-14 05:08:45,79.7,0.5,719,Good,20.0,88,39,,No
Stamping Machine,2020-04-04 06:24:32,20.2,0.19,842,Low,9.8,100,40,,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.5,689,Good,18.1,85,48,1.89,No
CNC Machine,2022-09-03 23:14:49,60.8,0.37,770,Low,20.0,80,47,1.87,Yes
CNC Machine,2022-01-13 11:52:31,49.5,0.1,908,Empty,8.2,100,70,,Yes
CNC Machine,2020-10-18 06:17:22,20.2,0.14,509,Empty,5.3,100,30,,Yes
Conveyor Belt,2020-09-09 21:58:16,79.7,0.18,1194,Low,6.6,100,42,2.35,Yes
Conveyor Belt,2022-09-03 23:14:49,68.4,0.5,807,Empty,5.3,100,57,,Yes
CNC Machine,2022-07-12 22:45:22,44.9,0.13,509,Empty,11.4,100,42,,Yes
Robot,2023-09-16 23:58:34,30.6,0.05,1735,Low,10.9,100,30,,No
Stamping Machine,2023-09-15 23:39:07,47.3,0.5,868,Low,5.3,80,60,2.02,No
Robot,2020-10-18 06:17:22,62.7,0.29,509,Low,16.3,96,52,,Yes
Robot,2020-10-18 06:17:22,44.1,0.05,509,Good,20.0,88,35,,Yes
CNC Machine,2023-09-15 23:39:07,49.6,0.05,509,Good,5.3,90,40,,No
CNC Machine,2023-09-16 23:58:34,20.2,0.47,509,Good,5.3,90,38,,Yes
CNC Machine,2020-01-16 21:08:39,67.8,0.5,509,Empty,5.3,99,30,,No
Robot,2020-01-06 23:09:12,79.7,0.24,918,Low,8.3,80,70,1.95,Yes
Robot,2020-11-06 00:46:27,69.5,0.34,1993,Good,8.3,100,58,,Yes
Stamping Machine,2022-07-12 22:45:22,20.2,0.34,589,Low,20.0,80,54,,Yes
Stamping Machine,2020-10-18 06:17:22,20.2,0.05,509,Low,19.6,80,47,,Yes
Conveyor Belt,2023-09-16 23:58:34,20.2,0.45,1425,Low,20.0,100,36,,Yes
Robot,2022-09-03 23:14:49,20.2,0.06,509,Good,6.9,83,70,,No
Stamping Machine,2022-01-08 16:52:54,20.2,0.27,509,Good,17.7,80,70,,No
Robot,2022-04-21 13:10:24,20.2,0.32,509,Good,20.0,85,36,,Yes
CNC Machine,2023-09-15 23:39:07,20.2,0.05,509,Good,5.3,99,66,,No
Conveyor Belt,2022-10-30 20:56:26,27.3,0.5,509,Low,10.9,100,45,1.06,Yes
Robot,2022-07-04 01:26:47,20.2,0.05,509,Good,20.0,92,34,,Yes
Conveyor Belt,2021-01-31 21:25:50,20.2,0.14,583,Empty,20.0,85,58,1.97,Yes
Conveyor Belt,2022-09-03 23:14:49,25.8,0.12,515,Empty,9.5,100,38,,No
Stamping Machine,2020-04-03 06:01:09,41.8,0.48,514,Low,16.1,100,65,,No
Stamping Machine,2021-10-24 16:48:04,74.2,0.5,940,Low,5.3,100,70,,Yes
CNC Machine,2022-07-12 22:45:22,76.1,0.45,509,Good,5.3,100,46,,Yes
Conveyor Belt,2020-10-18 06:17:22,42.6,0.07,1993,Good,11.0,100,70,,No
Conveyor Belt,2021-09-15 17:57:32,69.9,0.38,850,Empty,20.0,100,58,1.87,Yes
CNC Machine,2020-07-05 07:56:20,34.6,0.5,509,Good,17.7,84,38,1.32,Yes
Conveyor Belt,2022-09-03 23:14:49,30.1,0.05,869,Low,19.6,93,30,1.88,Yes
CNC Machine,2022-04-21 13:10:24,20.2,0.49,1108,Low,20.0,84,30,,Yes
CNC Machine,2023-09-15 23:39:07,69.1,0.25,647,Good,5.3,100,43,,No
Stamping Machine,2020-04-03 06:01:09,33.5,0.14,873,Empty,8.4,90,70,,No
Conveyor Belt,2020-10-18 06:17:22,41.5,0.25,509,Low,18.3,100,34,,Yes
Stamping Machine,2022-10-25 10:49:27,20.2,0.18,509,Good,9.2,100,30,,Yes
Stamping Machine,2022-09-03 23:14:49,40.6,0.5,1993,Good,17.2,80,70,,No
Stamping Machine,2020-10-18 06:17:22,73.8,0.5,509,Low,7.8,100,68,,Yes
CNC Machine,2021-10-24 16:48:04,73.9,0.11,509,Low,14.3,99,70,,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.21,1835,Low,9.6,100,70,,No
Conveyor Belt,2022-09-03 23:14:49,44.5,0.5,509,Good,20.0,100,43,1.98,Yes
CNC Machine,2023-09-15 23:39:07,20.2,0.05,1558,Low,11.9,80,39,,Yes
CNC Machine,2022-07-12 22:45:22,74.9,0.34,1993,Good,20.0,80,70,,No
Robot,2023-09-22 03:26:36,20.2,0.39,754,Good,5.3,91,30,,No
Stamping Machine,2022-03-20 04:27:42,76.0,0.05,1763,Empty,5.3,95,70,,Yes
Conveyor Belt,2021-03-14 07:24:27,48.3,0.33,872,Low,11.8,80,60,,No
Robot,2022-02-04 09:20:03,48.8,0.5,1414,Good,20.0,87,50,,No
CNC Machine,2021-08-09 02:41:07,69.1,0.5,509,Empty,20.0,92,67,,No
Robot,2022-07-12 22:45:22,72.4,0.19,1525,Low,20.0,100,42,,No
Stamping Machine,2022-07-04 01:26:47,20.2,0.32,509,Good,5.3,100,30,,Yes
Conveyor Belt,2021-02-24 14:18:36,39.5,0.21,509,Good,5.3,80,70,1.88,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.13,509,Empty,18.7,84,53,,Yes
Robot,2022-08-18 00:56:51,75.4,0.33,509,Good,5.3,100,44,,Yes
Stamping Machine,2020-10-18 06:17:22,71.9,0.11,509,Good,19.1,95,30,,No
Robot,2022-04-21 13:10:24,74.2,0.05,509,Empty,18.8,88,58,1.86,No
Stamping Machine,2021-09-28 02:47:06,79.7,0.19,509,Low,5.3,100,34,,Yes
Stamping Machine,2022-02-04 09:20:03,71.2,0.5,810,Good,10.5,87,38,,Yes
CNC Machine,2023-09-15 23:39:07,54.1,0.5,1147,Low,20.0,100,64,,Yes
CNC Machine,2023-09-16 23:58:34,34.1,0.05,509,Good,5.3,100,40,,No
Stamping Machine,2023-09-16 23:58:34,20.2,0.05,509,Low,20.0,80,60,,Yes
Stamping Machine,2022-04-21 13:10:24,20.2,0.37,1662,Low,20.0,80,34,,No
Robot,2023-09-16 23:58:34,50.3,0.35,805,Low,16.8,91,30,,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.2,509,Good,16.0,82,49,,Yes
Robot,2023-09-16 23:58:34,72.3,0.05,509,Good,6.5,100,68,1.86,No
Stamping Machine,2020-10-18 06:17:22,79.7,0.36,509,Good,8.6,85,45,,No
Robot,2023-09-15 23:39:07,30.1,0.14,1506,Good,19.7,80,43,,No
Robot,2023-09-16 23:58:34,55.0,0.1,987,Good,5.3,100,70,,No
Stamping Machine,2023-04-02 08:03:27,72.0,0.5,509,Good,5.3,100,52,1.24,No
Stamping Machine,2021-10-24 16:48:04,27.2,0.13,718,Low,20.0,100,30,1.9,No
Stamping Machine,2020-03-05 23:45:13,74.4,0.25,509,Empty,18.9,84,38,,Yes
CNC Machine,2020-11-06 00:46:27,50.2,0.5,509,Empty,17.4,95,34,,Yes
Robot,2023-07-24 16:21:48,56.2,0.23,543,Empty,8.4,100,36,,Yes
Stamping Machine,2021-11-16 16:34:13,62.3,0.5,1993,Empty,19.1,89,30,,Yes
CNC Machine,2020-03-14 05:08:45,32.7,0.2,831,Low,5.3,80,65,,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.5,509,Good,7.0,83,70,,No
Conveyor Belt,2020-06-27 13:41:39,32.9,0.47,1612,Low,20.0,94,37,,Yes
Stamping Machine,2023-09-16 23:58:34,73.4,0.5,1064,Low,9.3,100,36,,Yes
Robot,2020-06-13 11:12:12,70.2,0.26,509,Good,20.0,88,37,,Yes
Robot,2023-09-22 03:26:36,76.3,0.5,1151,Low,19.8,94,54,1.06,Yes
Stamping Machine,2022-10-30 20:56:26,20.2,0.5,509,Low,5.3,86,36,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.17,1535,Good,5.3,100,53,,No
Stamping Machine,2022-04-21 13:10:24,20.2,0.23,509,Low,19.6,80,35,,No
Stamping Machine,2022-04-21 13:10:24,23.3,0.07,509,Empty,20.0,98,30,1.88,No
Stamping Machine,2023-09-16 23:58:34,20.2,0.05,1693,Good,20.0,83,66,1.99,No
Robot,2022-07-12 22:45:22,20.2,0.22,509,Good,20.0,85,45,1.95,Yes
Conveyor Belt,2020-10-18 06:17:22,20.2,0.06,592,Low,17.9,100,42,1.92,No
Stamping Machine,2020-01-06 23:09:12,23.2,0.05,855,Good,5.6,95,34,2.04,No
Conveyor Belt,2023-09-16 23:58:34,20.2,0.14,1410,Low,13.3,100,35,1.06,Yes
CNC Machine,2021-05-22 13:42:41,79.7,0.45,509,Empty,6.9,100,63,,No
Conveyor Belt,2022-09-03 23:14:49,35.8,0.05,1189,Empty,6.5,100,35,,Yes
Robot,2022-08-22 17:40:04,66.8,0.32,1052,Good,9.9,81,70,,No
Stamping Machine,2021-02-11 00:06:13,42.5,0.41,509,Empty,16.0,87,47,,Yes
Robot,2022-04-21 13:10:24,79.7,0.38,509,Low,19.0,100,30,,Yes
Stamping Machine,2022-07-12 22:45:22,20.2,0.05,509,Low,5.3,100,30,,No
Robot,2023-09-16 23:58:34,20.2,0.05,1743,Low,20.0,92,30,,Yes
Stamping Machine,2020-10-18 06:17:22,72.9,0.16,738,Low,5.3,80,70,,No
Stamping Machine,2023-01-21 15:34:41,55.4,0.08,610,Good,8.0,83,36,,Yes
Robot,2022-01-13 11:52:31,29.2,0.05,509,Good,9.1,90,35,,Yes
CNC Machine,2020-11-06 00:46:27,64.3,0.5,775,Low,20.0,98,62,,Yes
Robot,2023-09-16 23:58:34,66.4,0.46,731,Good,10.0,91,35,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.5,509,Low,16.1,90,30,1.86,Yes
CNC Machine,2022-09-03 23:14:49,44.7,0.5,509,Empty,5.3,85,70,1.91,No
CNC Machine,2023-09-16 23:58:34,20.2,0.05,509,Empty,6.7,100,69,,Yes
Stamping Machine,2020-07-05 07:56:20,79.7,0.3,509,Empty,20.0,100,52,,Yes
Conveyor Belt,2023-05-29 10:17:38,76.0,0.5,911,Good,19.5,89,30,1.86,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.13,1631,Empty,13.5,91,70,,No
Robot,2021-10-14 00:34:41,74.3,0.5,509,Low,11.3,100,30,,No
Stamping Machine,2023-01-15 02:33:09,79.7,0.08,522,Low,16.3,84,58,,No
Stamping Machine,2022-07-04 01:26:47,71.8,0.11,509,Low,11.3,83,66,1.06,No
CNC Machine,2022-09-03 23:14:49,20.2,0.05,1026,Good,5.3,97,61,,Yes
Stamping Machine,2022-09-03 23:14:49,79.7,0.19,509,Low,5.3,96,30,,Yes
Stamping Machine,2022-04-21 13:10:24,20.2,0.33,961,Good,13.8,84,30,,No
Stamping Machine,2022-09-03 23:14:49,79.7,0.39,509,Good,10.8,100,34,,No
Stamping Machine,2022-09-03 23:14:49,76.1,0.15,509,Empty,11.7,100,70,,No
Robot,2020-10-18 06:17:22,20.2,0.05,1786,Good,5.8,84,47,,Yes
Stamping Machine,2022-09-03 23:14:49,62.7,0.5,1386,Empty,20.0,95,34,,Yes
CNC Machine,2020-11-06 00:46:27,61.2,0.07,1386,Low,17.4,90,46,,No
Robot,2022-10-18 19:14:16,20.2,0.05,509,Low,8.6,85,34,,No
Robot,2023-09-15 23:39:07,20.2,0.05,509,Empty,17.0,100,59,,No
Stamping Machine,2021-01-17 15:41:35,20.2,0.39,1477,Good,13.5,100,49,,No
CNC Machine,2022-04-21 13:10:24,20.2,0.35,509,Good,7.3,86,61,,Yes
Stamping Machine,2020-04-03 06:01:09,20.2,0.32,1080,Empty,6.1,99,53,,Yes
Stamping Machine,2023-02-16 01:59:28,20.2,0.05,1439,Good,15.0,80,70,,Yes
Conveyor Belt,2023-09-16 23:58:34,20.2,0.05,509,Low,19.5,100,30,1.87,Yes
CNC Machine,2020-10-18 06:17:22,20.2,0.5,1194,Low,20.0,80,67,,Yes
Conveyor Belt,2020-10-18 06:17:22,20.2,0.05,509,Good,20.0,80,42,,No
Robot,2020-07-05 07:56:20,20.2,0.1,1016,Good,19.6,100,40,,No
Stamping Machine,2023-09-16 23:58:34,20.2,0.42,1434,Good,19.6,80,41,,Yes
Robot,2022-09-03 23:14:49,20.2,0.23,509,Low,14.1,90,37,2.01,No
Conveyor Belt,2020-04-03 06:01:09,59.3,0.5,1993,Good,6.7,100,63,,Yes
Stamping Machine,2022-09-03 23:14:49,30.1,0.44,686,Low,17.1,81,35,,No
CNC Machine,2020-10-18 06:17:22,24.8,0.05,509,Low,5.3,100,61,,No
Stamping Machine,2023-09-15 23:39:07,20.2,0.35,857,Empty,5.3,100,66,,Yes
Conveyor Belt,2020-07-05 07:56:20,63.6,0.25,1194,Low,9.1,100,70,,No
Stamping Machine,2022-09-03 23:14:49,21.6,0.39,509,Good,17.4,100,42,,No
Stamping Machine,2020-11-06 00:46:27,73.0,0.24,1422,Low,16.9,83,70,,Yes
Stamping Machine,2020-01-06 23:09:12,21.6,0.18,1129,Good,18.9,82,66,,Yes
Conveyor Belt,2022-03-11 02:11:01,20.2,0.5,509,Good,20.0,80,30,1.87,Yes
Stamping Machine,2023-09-15 23:39:07,27.0,0.44,1308,Low,7.9,100,70,,Yes
Stamping Machine,2023-09-16 23:58:34,79.7,0.05,760,Empty,5.3,100,30,,No
CNC Machine,2020-11-06 00:46:27,54.2,0.36,1111,Low,5.3,85,70,,Yes
Stamping Machine,2023-09-16 23:58:34,70.1,0.34,1581,Low,6.7,100,30,,No
Conveyor Belt,2021-02-11 00:06:13,20.2,0.05,509,Good,13.8,82,70,,Yes
Robot,2020-07-05 07:56:20,51.7,0.1,758,Good,13.1,80,70,,No
Robot,2020-03-14 05:08:45,31.2,0.16,1993,Empty,16.7,94,70,,Yes
CNC Machine,2022-09-03 23:14:49,44.9,0.5,1328,Good,20.0,87,66,,Yes
Stamping Machine,2020-10-18 06:17:22,20.2,0.07,770,Good,20.0,80,30,,No
Robot,2023-09-16 23:58:34,20.2,0.06,1528,Good,7.6,89,38,,Yes
CNC Machine,2021-10-24 16:48:04,23.7,0.05,509,Empty,16.9,98,30,1.87,Yes
Conveyor Belt,2023-04-19 19:12:15,20.2,0.14,509,Low,7.6,100,38,1.11,No
Robot,2023-09-15 23:39:07,20.2,0.05,509,Empty,9.6,96,70,,Yes
Robot,2022-09-03 23:14:49,43.0,0.15,906,Good,11.9,80,54,,No
Robot,2020-10-18 06:17:22,26.6,0.25,1269,Empty,15.3,81,30,,No
Robot,2020-07-05 07:56:20,20.2,0.05,509,Good,15.9,98,48,,No
Conveyor Belt,2023-09-16 23:58:34,20.2,0.21,830,Good,20.0,100,30,,Yes
CNC Machine,2022-09-03 23:14:49,70.3,0.05,1181,Good,18.1,91,50,,No
Robot,2023-04-12 03:56:13,52.9,0.18,509,Low,8.2,100,50,,No
Stamping Machine,2020-12-25 16:33:10,73.7,0.5,509,Low,15.8,100,30,,Yes
Conveyor Belt,2022-01-13 11:52:31,76.2,0.5,509,Empty,6.8,96,70,,No
Robot,2022-09-03 23:14:49,28.9,0.36,509,Low,15.9,92,34,,No
CNC Machine,2023-09-15 23:39:07,28.9,0.31,509,Empty,11.4,80,34,,No
Conveyor Belt,2023-01-21 15:34:41,79.7,0.09,509,Empty,17.2,80,70,2.04,Yes
CNC Machine,2020-11-13 22:12:35,48.6,0.32,1664,Low,9.0,94,57,,Yes
Robot,2020-01-16 21:08:39,58.2,0.5,509,Empty,5.3,80,69,,Yes
Robot,2022-07-04 01:26:47,36.3,0.05,755,Good,15.8,98,36,,No
CNC Machine,2020-10-18 06:17:22,20.2,0.12,509,Low,17.8,100,35,,Yes
Stamping Machine,2023-05-28 15:19:27,39.7,0.28,891,Good,5.3,100,38,1.88,Yes
CNC Machine,2020-01-20 12:06:11,70.4,0.08,509,Low,13.3,88,70,,Yes
Stamping Machine,2022-01-03 02:07:29,20.2,0.08,791,Low,20.0,100,30,2.0,Yes
Stamping Machine,2023-07-18 10:48:35,20.2,0.5,509,Good,17.5,100,38,,No
Stamping Machine,2020-11-06 00:46:27,23.2,0.34,509,Good,17.9,83,30,,Yes
Stamping Machine,2023-09-16 23:58:34,72.4,0.28,509,Empty,20.0,92,46,,No
Stamping Machine,2022-09-03 23:14:49,63.0,0.46,795,Low,11.1,88,70,,Yes
Robot,2022-09-03 23:14:49,49.2,0.13,1581,Empty,20.0,86,62,1.28,Yes
Robot,2023-09-15 23:39:07,20.2,0.12,509,Good,19.6,82,60,,No
Conveyor Belt,2022-09-03 23:14:49,43.4,0.33,509,Empty,11.3,80,63,,No
Stamping Machine,2020-07-05 07:56:20,79.7,0.21,509,Low,15.0,92,30,,Yes
Stamping Machine,2022-09-03 23:14:49,65.8,0.11,509,Low,11.0,80,70,,No
Stamping Machine,2020-11-06 00:46:27,79.7,0.22,775,Good,9.9,100,70,,No
Conveyor Belt,2020-10-18 06:17:22,49.7,0.16,509,Low,9.5,80,62,,Yes
Conveyor Belt,2022-09-03 23:14:49,38.7,0.5,509,Good,6.5,80,61,,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.32,1300,Low,18.5,90,70,1.54,Yes
Stamping Machine,2021-10-24 16:48:04,71.7,0.5,509,Empty,5.3,87,43,,No
Conveyor Belt,2022-10-30 20:56:26,75.9,0.5,509,Good,20.0,89,34,,No
Stamping Machine,2023-09-15 23:39:07,74.3,0.39,509,Good,18.7,93,41,,No
Conveyor Belt,2023-09-16 23:58:34,20.2,0.5,509,Low,10.4,97,30,,Yes
Conveyor Belt,2022-01-08 16:52:54,41.5,0.05,988,Good,19.2,100,30,,Yes
Stamping Machine,2022-07-04 01:26:47,20.2,0.41,606,Low,16.1,92,30,,No
Robot,2021-02-11 00:06:13,49.3,0.32,749,Empty,9.4,84,30,,Yes
Stamping Machine,2021-05-22 13:42:41,20.2,0.08,1373,Low,5.3,100,53,,No
Conveyor Belt,2022-07-12 22:45:22,79.7,0.07,623,Good,19.7,80,69,1.11,Yes
Conveyor Belt,2023-07-02 01:54:59,20.2,0.4,1019,Low,20.0,100,34,1.87,No
Stamping Machine,2022-09-03 23:14:49,50.8,0.5,1707,Good,5.3,100,42,,No
Stamping Machine,2020-03-14 05:08:45,79.7,0.5,860,Low,5.3,81,67,,Yes
Stamping Machine,2023-07-24 16:21:48,33.2,0.5,867,Low,6.7,83,56,,No
CNC Machine,2021-06-03 11:55:09,20.2,0.07,509,Low,5.3,92,67,,No
CNC Machine,2020-11-06 00:46:27,20.2,0.5,961,Empty,5.7,83,62,1.86,Yes
CNC Machine,2023-09-15 23:39:07,30.1,0.18,1993,Good,8.5,93,70,,No
Stamping Machine,2022-07-04 01:26:47,20.2,0.14,509,Good,14.3,93,30,1.87,No
CNC Machine,2023-09-16 23:58:34,67.8,0.5,779,Empty,7.2,95,43,1.06,No
Conveyor Belt,2020-11-06 00:46:27,44.6,0.5,1693,Low,5.3,100,56,1.86,Yes
Robot,2020-03-05 23:45:13,74.9,0.5,509,Good,16.1,100,36,,No
Stamping Machine,2022-05-05 07:57:00,20.2,0.05,1138,Good,19.1,91,57,1.88,Yes
Robot,2023-09-16 23:58:34,42.8,0.06,509,Low,5.3,81,30,,Yes
CNC Machine,2022-09-03 23:14:49,37.6,0.21,874,Good,19.3,81,30,,Yes
Conveyor Belt,2022-03-14 17:05:57,75.2,0.05,1045,Good,5.3,100,70,,No
CNC Machine,2022-07-04 01:26:47,62.6,0.05,519,Low,5.3,87,39,,Yes
Stamping Machine,2023-09-22 03:26:36,20.8,0.13,509,Good,20.0,80,60,1.87,Yes
Stamping Machine,2022-07-12 22:45:22,75.3,0.18,509,Low,6.6,100,30,1.55,No
Conveyor Belt,2020-03-14 05:08:45,59.4,0.5,872,Low,10.6,100,30,2.0,Yes
Stamping Machine,2022-09-03 23:14:49,34.7,0.25,509,Good,15.1,100,30,2.04,No
Robot,2022-02-04 09:20:03,20.2,0.05,1698,Good,20.0,83,39,,Yes
CNC Machine,2020-03-14 05:08:45,20.2,0.21,509,Empty,8.4,80,70,1.99,Yes
Stamping Machine,2021-02-26 19:35:04,20.2,0.39,509,Low,10.4,80,66,,Yes
Stamping Machine,2020-03-14 05:08:45,79.7,0.5,509,Low,13.0,89,70,,No
Stamping Machine,2022-07-04 01:26:47,40.6,0.5,1500,Good,5.3,100,30,,Yes
CNC Machine,2020-10-18 06:17:22,56.2,0.21,610,Low,17.5,95,30,,Yes
Robot,2020-10-18 06:17:22,53.5,0.05,509,Low,19.5,89,30,,Yes
Robot,2022-09-03 23:14:49,29.8,0.16,931,Low,19.7,83,49,2.05,Yes
Conveyor Belt,2023-09-15 23:39:07,20.2,0.5,546,Low,14.0,95,30,,No
Stamping Machine,2020-07-05 07:56:20,32.5,0.23,509,Good,5.3,100,46,,Yes
Stamping Machine,2023-03-26 20:29:59,20.2,0.11,1119,Low,6.5,85,40,,No
CNC Machine,2022-04-17 07:46:25,54.8,0.36,509,Empty,17.5,80,45,,Yes
Robot,2022-09-03 23:14:49,20.2,0.5,1541,Empty,19.5,93,36,2.0,Yes
CNC Machine,2022-09-03 23:14:49,73.1,0.37,1002,Good,15.2,80,57,,Yes
Robot,2022-01-03 02:07:29,20.2,0.5,509,Low,7.3,85,69,,Yes
Stamping Machine,2022-07-04 01:26:47,25.2,0.06,509,Good,10.9,100,30,,No
CNC Machine,2020-03-14 05:08:45,50.5,0.37,1194,Low,18.5,100,34,,No
Stamping Machine,2022-07-12 22:45:22,22.1,0.29,509,Low,7.6,100,43,,Yes
Robot,2020-07-05 07:56:20,69.6,0.49,944,Good,10.8,84,30,,No
Conveyor Belt,2023-09-22 03:26:36,68.1,0.07,743,Empty,5.3,100,41,,Yes
Stamping Machine,2023-09-16 23:58:34,20.2,0.32,509,Low,5.3,100,35,,No
Robot,2021-10-14 00:34:41,42.8,0.5,509,Low,13.7,82,30,,Yes
Conveyor Belt,2020-10-18 06:17:22,75.2,0.3,509,Low,8.1,100,55,,Yes
CNC Machine,2020-10-18 06:17:22,20.2,0.35,1049,Empty,5.3,100,30,,No
CNC Machine,2020-07-05 07:56:20,20.2,0.5,509,Low,5.4,100,34,,Yes
Conveyor Belt,2023-09-16 23:58:34,20.2,0.11,1702,Low,20.0,80,30,,No
CNC Machine,2020-03-14 05:08:45,39.4,0.44,772,Good,17.0,91,30,,No
Robot,2023-09-22 03:26:36,59.1,0.05,572,Empty,5.3,92,70,,No
Robot,2020-03-14 05:08:45,20.2,0.5,1143,Empty,5.3,80,30,,Yes
Stamping Machine,2022-09-03 23:14:49,46.4,0.5,953,Empty,20.0,100,42,,Yes
Stamping Machine,2022-09-03 23:14:49,57.8,0.5,781,Good,5.3,80,70,1.15,No
Conveyor Belt,2023-07-24 16:21:48,20.2,0.5,509,Empty,20.0,97,37,1.9,Yes
Stamping Machine,2022-09-03 23:14:49,69.9,0.5,1813,Good,20.0,89,30,,No
Robot,2022-07-04 01:26:47,30.1,0.08,509,Low,20.0,100,30,,Yes
Stamping Machine,2020-04-04 06:24:32,60.1,0.05,1463,Empty,5.3,100,70,,Yes
